gene_name	gene_id	cgnc	mirbase
gene-LOC107053804	107053804	76791	NA
gene-SATB2	424063	6166	NA
gene-LOC112532798	112532798	NA	NA
gene-C7H2ORF69	424064	52122	NA
gene-TYW5	424065	6173	NA
gene-C7H2ORF47	424066	14350	NA
gene-SPATS2L	424067	52123	NA
gene-LOC101750804	101750804	70244	NA
gene-KCTD18	424069	6183	NA
gene-SGO2	424070	6185	NA
gene-AOX1	424071	52124	NA
gene-AOX2	424072	52125	NA
gene-BZW1	424073	6230	NA
gene-LOC112532833	112532833	NA	NA
gene-CLK1	100858576	66077	NA
gene-PPIL3	424075	6234	NA
gene-NIF3L1	424076	6232	NA
gene-ORC2	424077	6239	NA
gene-FAM126B	429010	14340	NA
gene-NDUFB3	424078	6243	NA
gene-TRAK2	424082	6343	NA
gene-CFLAR	424080	6244	NA
gene-CASP10	424081	6294	NA
gene-CASP18	693266	54361	NA
gene-CASP8	395284	6332	NA
gene-STRADB	424083	6345	NA
gene-TMEM237	424084	6349	NA
gene-MPP4	769757	6362	NA
gene-ALS2	424085	6377	NA
gene-CDK15	424086	6388	NA
gene-LOC107053798	107053798	76785	NA
gene-FZD7	374060	49027	NA
gene-LOC101747813	101747813	67306	NA
gene-SUMO1	373930	48961	NA
gene-NOP58	424087	52126	NA
gene-LOC112532849	112532849	NA	NA
gene-LOC112532850	112532850	NA	NA
gene-LOC112532846	112532846	NA	NA
gene-LOC112532845	112532845	NA	NA
gene-BMPR2	374147	6414	NA
gene-LOC101748063	101748063	67554	NA
gene-FAM117B	424088	6420	NA
gene-WDR12	424089	6423	NA
gene-CARF	424090	6426	NA
gene-PLEKHM3	101748748	68230	NA
gene-FZD5	395571	49381	NA
gene-CCNYL1	424093	52128	NA
gene-LOC107053805	107053805	76792	NA
gene-METTL21A	424094	6441	NA
gene-CREB1	395099	49169	NA
gene-LOC101748799	101748799	68280	NA
gene-KLF7	429011	6448	NA
gene-CPO	424095	6459	NA
gene-FASTKD2	424096	6470	NA
gene-MDH1B	424097	6485	NA
gene-DYTN	429012	53536	NA
gene-FAM237A	424098	52129	NA
gene-ADAM23	424099	6510	NA
gene-ZDBF2	424100	66464	NA
gene-GPR1	424101	6515	NA
gene-EEF1B2	395723	49443	NA
gene-LOC112532848	112532848	NA	NA
gene-LOC112532847	112532847	NA	NA
gene-NDUFS1	424102	6532	NA
gene-INO80D	424103	52130	NA
gene-NRP2	374157	6545	NA
gene-LOC107053808	107053808	76795	NA
gene-PARD3B	426120	10113	NA
gene-ICOS	424105	6569	NA
gene-CTLA4	424106	6579	NA
gene-CD28	396249	6581	NA
gene-LOC101750642	101750642	70088	NA
gene-RAPH1	424107	6585	NA
gene-ABI2	424108	6616	NA
gene-CYP20A1	431682	6626	NA
gene-MIR1659	100315916	60776	MI0007393
gene-LOC424109	424109	52131	NA
gene-NBEAL1	424110	6669	NA
gene-LOC424111	424111	52132	NA
gene-IDH1	424112	6693	NA
gene-PIKFYVE	424114	6712	NA
gene-DNAJC10	424115	6729	NA
gene-LOC107053797	107053797	76784	NA
gene-PDE1A	424116	6747	NA
gene-PPP1R1C	424117	6755	NA
gene-SSFA2	424118	6761	NA
gene-NEUROD1	395754	6765	NA
gene-CERKL	424120	6767	NA
gene-ITGA4	424121	6820	NA
gene-LOC107053809	107053809	76796	NA
gene-UBE2E3	424122	14325	NA
gene-CWC22	424123	52133	NA
gene-ZNF385B	424124	6848	NA
gene-LOC107053800	107053800	76787	NA
gene-SESTD1	424125	6866	NA
gene-CCDC141	770766	14323	NA
gene-MIR7474	102465988	71898	MI0024147
gene-PLEKHA3	424128	6952	NA
gene-FKBP7	424129	6961	NA
gene-DFNB59	429015	16370	NA
gene-OSBPL6	424130	6975	NA
gene-LOC107053811	107053811	76798	NA
gene-RBM45	424132	6993	NA
gene-LOC112532767	112532767	NA	NA
gene-PDE11A	424133	7002	NA
gene-TTC30B	429016	53537	NA
gene-AGPS	424135	7017	NA
gene-NFE2L2	396014	49604	NA
gene-HNRNPA3	100859627	63519	NA
gene-LOC107053812	107053812	76799	NA
gene-MTX2	424138	7037	NA
gene-HOXD1	101750316	7040	NA
gene-MIR6624	102465364	71792	MI0022443
gene-HOXD3	431212	16351	NA
gene-LOC107053814	107053814	76801	NA
gene-MIR1713	100315798	60658	MI0007450
gene-HOXD4	424139	52136	NA
gene-LOC107053815	107053815	76802	NA
gene-MIR10B	777820	59105	MI0001216
gene-HOXD8	396301	49743	NA
gene-HOXD9	771214	56606	NA
gene-HOXD10	771246	56632	NA
gene-LOC101751440	101751440	70861	NA
gene-HOXD11	395328	7045	NA
gene-HOXD12	396178	7046	NA
gene-HOXD13	396415	7049	NA
gene-EVX2	771375	14314	NA
gene-LNPK	424141	7054	NA
gene-LOC112532829	112532829	NA	NA
gene-LOC101750880	101750880	70318	NA
gene-LOC112532793	112532793	NA	NA
gene-ATP5G3	424142	52137	NA
gene-ATF2	395727	7057	NA
gene-CHN1	429021	53539	NA
gene-MIR1570	100315953	60812	MI0007296
gene-CHRNA1	395608	7068	NA
gene-WIPF1	424143	7084	NA
gene-LOC107053818	107053818	76805	NA
gene-GPR155	426454	10591	NA
gene-SCRN3	426472	52798	NA
gene-CIR1	426529	52818	NA
gene-SP9	100858518	64570	NA
gene-OLA1	424144	7087	NA
gene-LOC107053820	107053820	76807	NA
gene-SP3	395302	7089	NA
gene-LOC107051563	107051563	74572	NA
gene-LOC107053821	107053821	76808	NA
gene-LOC112532816	112532816	NA	NA
gene-LOC107053822	107053822	76809	NA
gene-CDCA7	425630	52519	NA
gene-MAP3K20	424149	52140	NA
gene-RAPGEF4	429022	7114	NA
gene-LOC112532806	112532806	NA	NA
gene-LOC101748000	101748000	67491	NA
gene-PPP1R9B	395762	49463	NA
gene-PDK1	425972	52628	NA
gene-ITGA6	396226	7117	NA
gene-DLX2	107053847	76834	NA
gene-DLX1	429283	53614	NA
gene-METAP1D	424150	52141	NA
gene-SLC25A12	431387	7264	NA
gene-HAT1	374037	7250	NA
gene-DYNC1I2	424151	7269	NA
gene-CYBRD1	424152	7273	NA
gene-LOC112532820	112532820	NA	NA
gene-DCAF17	424153	7275	NA
gene-METTL8	424154	7280	NA
gene-TLK1	424155	52142	NA
gene-GORASP2	424156	7296	NA
gene-LOC112532819	112532819	NA	NA
gene-GAD1	395743	49453	NA
gene-SP5	693261	27427	NA
gene-MYO3B	424157	7310	NA
gene-LOC107053828	107053828	76815	NA
gene-UBR3	424158	7315	NA
gene-METTL5	771367	7358	NA
gene-SSB	395268	7359	NA
gene-KLHL23	429025	14301	NA
gene-PHOSPHO2	424160	14300	NA
gene-CCDC173L	101749600	69066	NA
gene-CCDC173	424161	52143	NA
gene-PPIG	424162	7474	NA
gene-FASTKD1	424163	7476	NA
gene-KLHL41	424164	66465	NA
gene-BBS5	424165	7481	NA
gene-LOC424167	424167	52145	NA
gene-LRP2	424168	8249	NA
gene-ABCB11	424170	8276	NA
gene-RDH7L	772005	57208	NA
gene-G6PC2	424171	8281	NA
gene-SPC25	424172	8282	NA
gene-CERS6	771503	8284	NA
gene-MIR1733	100315810	60670	MI0007472
gene-LOC107053827	107053827	76814	NA
gene-STK39	101751124	72026	NA
gene-LOC107053829	107053829	76816	NA
gene-B3GALT1	429027	8306	NA
gene-MIR1591	100315957	60816	MI0007318
gene-LOC107053844	107053844	76831	NA
gene-XIRP2	772075	57260	NA
gene-SCN9A	395946	49567	NA
gene-SCN1A	771555	56868	NA
gene-LOC107053843	107053843	76830	NA
gene-TTC21B	424176	8325	NA
gene-GALNT3	424177	8329	NA
gene-LOC112532800	112532800	NA	NA
gene-CSRNP3	772101	8336	NA
gene-LOC107053842	107053842	76829	NA
gene-SCN2A	395945	49566	NA
gene-SCN3A	424180	52146	NA
gene-SLC38A11	424181	52147	NA
gene-COBLL1	424182	8403	NA
gene-LOC107053838	107053838	76825	NA
gene-GRB14	424183	14284	NA
gene-LOC101749123	101749123	68597	NA
gene-LOC107053823	107053823	76810	NA
gene-FIGN	429028	8404	NA
gene-LOC107053831	107053831	76818	NA
gene-LOC112532836	112532836	NA	NA
gene-LOC112532838	112532838	NA	NA
gene-LOC112532837	112532837	NA	NA
gene-LOC112532839	112532839	NA	NA
gene-LOC112532840	112532840	NA	NA
gene-KCNH7	424184	8416	NA
gene-LOC107053836	107053836	76823	NA
gene-LOC112532841	112532841	NA	NA
gene-IFIH1	424185	8422	NA
gene-FAP	424186	8428	NA
gene-GCG	396196	8432	NA
gene-DPP4	424187	8435	NA
gene-SLC4A10	424188	8443	NA
gene-TBR1	429029	53540	NA
gene-PSMD14	424189	8450	NA
gene-LOC107053834	107053834	76821	NA
gene-TANK	424190	8453	NA
gene-RBMS1	395880	8454	NA
gene-LOC112532765	112532765	NA	NA
gene-ITGB6	424191	8461	NA
gene-PLA2R1	404304	8467	NA
gene-LOC112532831	112532831	NA	NA
gene-LY75	424192	8470	NA
gene-MYO10L	429030	53541	NA
gene-LOC107053833	107053833	76820	NA
gene-LOC112532762	112532762	NA	NA
gene-SLC4A3	424194	8525	NA
gene-STK11IP	424195	52148	NA
gene-LOC107049146	107049146	72167	NA
gene-INHA	424197	8534	NA
gene-OBSL1	424198	8541	NA
gene-TMEM198	769377	55204	NA
gene-CHPF	769112	54994	NA
gene-LOC424199	424199	66466	NA
gene-ASIC4	769191	8547	NA
gene-RACGAP1L	429032	53542	NA
gene-GMPPA	769292	55138	NA
gene-SPEG	429033	53543	NA
gene-DES	395906	49543	NA
gene-DNPEP	424200	8600	NA
gene-PTPRN	424201	52151	NA
gene-DNAJB2	427022	52966	NA
gene-TUBA4B	100857214	65790	NA
gene-TUBA4A	100857247	65758	NA
gene-STK16	429036	8607	NA
gene-GLB1L	429037	8609	NA
gene-ANKZF1	429038	8613	NA
gene-ATG9A	425722	8851	NA
gene-ABCB6	425721	52554	NA
gene-ZFAND2B	100858626	64467	NA
gene-FAM134A	424203	8615	NA
gene-CNPPD1	424204	52152	NA
gene-SLC23A3	429039	8623	NA
gene-NHEJ1	424205	8616	NA
gene-IHH	395801	49486	NA
gene-MNR2	395769	49467	NA
gene-CFAP65	424206	8630	NA
gene-MIR375	777903	59184	MI0003705
gene-CRYBA2	373999	8632	NA
gene-MIR1788	100315840	60700	MI0007531
gene-FEV	100857480	65542	NA
gene-CDK5R2	100857507	65517	NA
gene-WNT10A	429040	8633	NA
gene-TRNAV-GAC	112532867	NA	NA
gene-WNT6	395235	8636	NA
gene-CYP27A1	431683	1767	NA
gene-PRKAG3	424208	8637	NA
gene-TTLL4	424209	23002	NA
gene-STK36	424210	8645	NA
gene-RNF25	424211	8648	NA
gene-BCS1L	424212	8654	NA
gene-ZNF142	424213	8661	NA
gene-PLCD4	424214	52153	NA
gene-LOC112532794	112532794	NA	NA
gene-CNOT9	424215	8665	NA
gene-USP37	424216	52154	NA
gene-VIL1	396423	49795	NA
gene-CTDSP1	100857754	65301	NA
gene-SLC11A1	395811	8689	NA
gene-CATIP	426213	13589	NA
gene-PNKD	426214	15097	NA
gene-TMBIM1	424218	8691	NA
gene-LOC112532802	112532802	NA	NA
gene-AAMP	769880	8697	NA
gene-ARPC2	429041	8704	NA
gene-CXCR1	430652	15413	NA
gene-RUFY4	429304	53618	NA
gene-TNS1	396439	66228	NA
gene-LOC107053892	107053892	76878	NA
gene-LOC112532799	112532799	NA	NA
gene-LOC101749755	101749755	69215	NA
gene-LOC101749715	101749715	69175	NA
gene-LOC107053891	107053891	76877	NA
gene-LOC112532763	112532763	NA	NA
gene-LOC101750072	101750072	69528	NA
gene-LOC107053888	107053888	76874	NA
gene-LOC107053889	107053889	76875	NA
gene-IGFBP5	424220	52156	NA
gene-IGFBP2	396315	8714	NA
gene-RPL37A	769981	55686	NA
gene-SMARCAL1	396031	8719	NA
gene-MARCH4	424221	8721	NA
gene-LOC107053887	107053887	76873	NA
gene-XRCC5	424222	8733	NA
gene-LOC107053886	107053886	76872	NA
gene-TMEM169	424223	8734	NA
gene-PECR	424224	8736	NA
gene-MAP3K2	424225	8740	NA
gene-ERCC3	424226	8749	NA
gene-CYP27C1	424227	8764	NA
gene-BIN1	424228	52157	NA
gene-MIR1582	100315724	60584	MI0007308
gene-MIR1553	100315709	60569	MI0007278
gene-LOC112532817	112532817	NA	NA
gene-GYPC	424230	8790	NA
gene-LOC107053885	107053885	76871	NA
gene-LOC101751087	101751087	70520	NA
gene-MIR1599	100315734	60594	MI0007326
gene-LOC112532772	112532772	NA	NA
gene-CNTNAP5	424231	8800	NA
gene-LOC112532773	112532773	NA	NA
gene-LOC112532826	112532826	NA	NA
gene-LOC107053884	107053884	76870	NA
gene-MRAS	395149	8810	NA
gene-MIR3530	100498686	61469	MI0015381
gene-TMEM177	424232	8811	NA
gene-PTPN4	424234	8814	NA
gene-LOC112532782	112532782	NA	NA
gene-EPB41L5	424235	8820	NA
gene-LOC100859020	100859020	64100	NA
gene-LOC107053883	107053883	76869	NA
gene-RALB	424237	52159	NA
gene-LOC107053882	107053882	76868	NA
gene-INHBB	396126	49662	NA
gene-GLI2	395956	49572	NA
gene-LOC107053881	107053881	76867	NA
gene-LOC107053880	107053880	76866	NA
gene-LOC112532811	112532811	NA	NA
gene-TFCP2L1	424238	8841	NA
gene-CLASP1	429042	8847	NA
gene-LOC112532844	112532844	NA	NA
gene-LOC101747846	101747846	67339	NA
gene-NIFK	424239	8852	NA
gene-TSN	395955	8854	NA
gene-ARHGEF1	424241	52160	NA
gene-IQCB1	424242	8857	NA
gene-EAF2	424243	8859	NA
gene-SLC15A2	424244	8870	NA
gene-HSPBAP1	424245	8872	NA
gene-DIRC2	424246	8874	NA
gene-SEMA5B	424248	8881	NA
gene-PDIA5	424249	8884	NA
gene-SEC22A	424250	8890	NA
gene-ADCY5	395340	8892	NA
gene-LOC107053877	107053877	76863	NA
gene-HACD2	424251	8894	NA
gene-LOC107053879	107053879	76865	NA
gene-MYLK	396445	8898	NA
gene-LOC107053878	107053878	76864	NA
gene-CCDC14	424252	8907	NA
gene-KALRN	424253	8925	NA
gene-UMPS	424256	8931	NA
gene-ITGB5	395142	8937	NA
gene-MUC13	100859223	63907	NA
gene-HEG1	424257	8958	NA
gene-SLC12A8	424258	52161	NA
gene-ZNF148	424259	9133	NA
gene-SNX4	424260	9136	NA
gene-LOC107053873	107053873	76859	NA
gene-AMHR2	424261	52162	NA
gene-LOC107053874	107053874	76860	NA
gene-OSBPL11	424262	9142	NA
gene-LOC107053875	107053875	76861	NA
gene-GPD1L2	424263	13104	NA
gene-LMLN	424264	9148	NA
gene-PARP14	101747378	66881	NA
gene-DTX3L	424267	9155	NA
gene-PARP9	424269	9157	NA
gene-FAIM	424270	9161	NA
gene-CEP70	429044	9165	NA
gene-ESYT3	424271	9167	NA
gene-CFAP221	424272	52164	NA
gene-SCTR	770943	9179	NA
gene-TMEM37	770956	9184	NA
gene-DBI	395263	9185	NA
gene-C7H2ORF76	424274	52165	NA
gene-STEAP3	424275	9189	NA
gene-C1QL2	107053871	16086	NA
gene-LOC107053872	107053872	76858	NA
gene-MARCO	395488	9191	NA
gene-LOC107053870	107053870	76857	NA
gene-EN1	771008	9192	NA
gene-INSIG2	424276	66467	NA
gene-LOC107053869	107053869	76856	NA
gene-CCDC93	424277	9200	NA
gene-LOC107053868	107053868	76855	NA
gene-DDX18	424278	9216	NA
gene-LOC112532813	112532813	NA	NA
gene-LOC112532778	112532778	NA	NA
gene-DPP10	424280	9224	NA
gene-LOC107053867	107053867	76854	NA
gene-ACTR3	374197	49080	NA
gene-SLC35F5	424281	9233	NA
gene-GPR39	424282	9237	NA
gene-LYPD1	100859784	66160	NA
gene-NCKAP5	424283	52167	NA
gene-LOC112532824	112532824	NA	NA
gene-LOC107053866	107053866	76853	NA
gene-MGAT5	424286	9251	NA
gene-TMEM163	424287	9253	NA
gene-LOC107053865	107053865	76852	NA
gene-ACMSD	424288	9260	NA
gene-LOC107053864	107053864	76851	NA
gene-CCNT2	424289	9269	NA
gene-LOC112532759	112532759	NA	NA
gene-MAP3K19	429048	9272	NA
gene-RAB3GAP1	424290	9275	NA
gene-ZRANB3	424291	9283	NA
gene-R3HDM1	424292	9301	NA
gene-LOC107053863	107053863	76850	NA
gene-MIR128-1	777821	59106	MI0001217
gene-UBXN4	424293	9310	NA
gene-LCT	424294	9311	NA
gene-MCM6	424295	9378	NA
gene-LOC112532758	112532758	NA	NA
gene-DARS	424296	9384	NA
gene-THSD7B	424297	9390	NA
gene-CXCR4	395324	9386	NA
gene-LOC771456	771456	56790	NA
gene-HNMT	424298	9400	NA
gene-LOC112532760	112532760	NA	NA
gene-LOC112532761	112532761	NA	NA
gene-SPOPL	424299	52168	NA
gene-NXPH2	101750235	69689	NA
gene-LOC771515	771515	56835	NA
gene-LOC112532784	112532784	NA	NA
gene-LOC424300	424300	52169	NA
gene-LOC112532785	112532785	NA	NA
gene-LOC107053858	107053858	76845	NA
gene-LRP1B	424301	9423	NA
gene-LOC101750858	101750858	70297	NA
gene-LOC101750901	101750901	70339	NA
gene-LOC107053856	107053856	76843	NA
gene-KYNU	424302	9432	NA
gene-ARHGAP15	424303	9435	NA
gene-LOC112532766	112532766	NA	NA
gene-GTDC1	424304	9437	NA
gene-LOC107053855	107053855	76842	NA
gene-ZEB2	424306	9449	NA
gene-MIR7473	102465740	71884	MI0024146
gene-LOC112532764	112532764	NA	NA
gene-LOC107053854	107053854	76841	NA
gene-LOC107053853	107053853	76840	NA
gene-LOC107053852	107053852	76839	NA
gene-LOC112532786	112532786	NA	NA
gene-LOC112532843	112532843	NA	NA
gene-LOC112532787	112532787	NA	NA
gene-ACVR2A	396324	9451	NA
gene-ORC4	424307	9454	NA
gene-MBD5	424308	52170	NA
gene-LOC107053851	107053851	76838	NA
gene-EPC2	424309	9459	NA
gene-KIF5C	408046	49899	NA
gene-LOC101747267	101747267	66773	NA
gene-LYPD6B	424310	66468	NA
gene-LYPD6	771649	9471	NA
gene-MMADHC	424311	9474	NA
gene-LOC107053850	107053850	76837	NA
gene-MIR1C	100315965	60824	MI0007361
gene-LOC107053849	107053849	76836	NA
gene-RND3	424312	66469	NA
gene-RBM43	424313	9479	NA
gene-NMI	424314	9480	NA
gene-TNFAIP6	424315	9481	NA
gene-RIF1	424316	9484	NA
gene-NEBL1	101748402	67888	NA
gene-ARL5A	100857935	65129	NA
gene-CACNB4	374259	49105	NA
gene-LOC101748276	101748276	67764	NA
gene-LOC101748222	101748222	67712	NA
gene-STAM2	424317	9498	NA
gene-FMNL2	771739	9508	NA
gene-PRPF40A	373972	48984	NA
gene-LOC107053905	107053905	76891	NA
gene-RPRML	419946	16993	NA
gene-GALNT13	424319	9515	NA
gene-LOC107053904	107053904	76890	NA
gene-KCNJ3	396369	49775	NA
gene-LOC107053903	107053903	76889	NA
gene-LOC101749370	101749370	68841	NA
gene-LOC107053902	107053902	76888	NA
gene-NR4A2	424320	9517	NA
gene-LOC107053900	107053900	76886	NA
gene-LOC107053901	107053901	76887	NA
gene-TRNAA-CGC-3	112532855	NA	NA
gene-TRNAG-GCC-2	112532868	NA	NA
gene-GPD2	424321	9521	NA
gene-LOC101749716	101749716	69176	NA
gene-GALNT5	424324	9522	NA
gene-ERMN	771826	14240	NA
gene-CYTIP	429052	9523	NA
gene-ACVR1C	424325	9525	NA
gene-LOC112532791	112532791	NA	NA
gene-MIR6546	102466173	71899	MI0022362
gene-ACVR1	395246	9529	NA
gene-UPP2	424326	9531	NA
gene-CCDC148	424327	52172	NA
gene-PKP4	424328	9537	NA
gene-TANC1	424330	9542	NA
gene-WDSUB1	424331	9544	NA
gene-LOC107053897	107053897	76883	NA
gene-BAZ2B	395400	9548	NA
gene-MARCH7	424332	9550	NA
gene-NAA20	424333	9553	NA
gene-LOC112532834	112532834	NA	NA
gene-LOC112532921	112532921	NA	NA
gene-LOC776940	776940	58438	NA
gene-LOC107049923	107049923	72939	NA
gene-LOC107049792	107049792	72808	NA
gene-LOC107051554	107051554	74563	NA
gene-LOC107050450	107050450	73464	NA
gene-LOC112532910	112532910	NA	NA
gene-LOC112532923	112532923	NA	NA
gene-LOC768391	768391	54425	NA
gene-AMY2A	414140	49908	NA
gene-AMY2AP	414141	49909	NA
gene-LOC424334	424334	66470	NA
gene-LOC107053911	107053911	76897	NA
gene-LOC101751672	101751672	71091	NA
gene-NTNG1	424336	1341	NA
gene-LOC107053914	107053914	76900	NA
gene-LOC107053915	107053915	76901	NA
gene-LOC112532929	112532929	NA	NA
gene-LOC112532928	112532928	NA	NA
gene-VAV3	373939	1353	NA
gene-LOC107053912	107053912	76898	NA
gene-LOC107053913	107053913	76899	NA
gene-LOC429054	429054	53546	NA
gene-SLC25A24	424337	1369	NA
gene-FAM102B	768922	54853	NA
gene-LOC112532884	112532884	NA	NA
gene-HENMT1	429055	1386	NA
gene-PRPF38B	768611	1397	NA
gene-FNDC7	424339	1407	NA
gene-STXBP3	424341	1419	NA
gene-GPSM2	424342	1486	NA
gene-AKNAD1	101747831	67324	NA
gene-CLCC1	424343	1499	NA
gene-WDR47	424344	52175	NA
gene-LOC107053916	107053916	76902	NA
gene-CAMSAP2	424345	1533	NA
gene-DDX59	424346	1545	NA
gene-KIF14	424347	1552	NA
gene-LOC107053919	107053919	76905	NA
gene-NR5A2	395961	49577	NA
gene-LOC112532905	112532905	NA	NA
gene-LOC107053920	107053920	76906	NA
gene-MIR181A1	777822	59107	MI0001218
gene-MIR181B1	777823	59108	MI0001219
gene-PTPRC	386580	1563	NA
gene-ATP6V1G3	424349	1577	NA
gene-LOC107053922	107053922	76908	NA
gene-NEK7	424350	1586	NA
gene-HSFL2	100859862	63296	NA
gene-LHX9	396397	1590	NA
gene-C1orf53	100859900	63259	NA
gene-LOC107053909	107053909	76895	NA
gene-DENND1B	424351	1604	NA
gene-CRB1	424352	1631	NA
gene-LOC112532922	112532922	NA	NA
gene-LOC107053923	107053923	76909	NA
gene-ZBTB41	424353	1643	NA
gene-ASPM	424354	1667	NA
gene-LOC107053924	107053924	76910	NA
gene-F13B	424355	52176	NA
gene-CFH	429057	53547	NA
gene-KCNT2	429058	1752	NA
gene-LOC101750820	101750820	70260	NA
gene-LOC101750659	101750659	70105	NA
gene-CDC73	424356	1766	NA
gene-B3GALT2	769122	1771	NA
gene-GLRX2	424357	66471	NA
gene-TROVE2	424358	1794	NA
gene-UCHL5	424359	1810	NA
gene-LOC112532939	112532939	NA	NA
gene-RGS2	378912	49140	NA
gene-RGS4	378901	49134	NA
gene-RGS13	429059	25346	NA
gene-RGS1	424360	1831	NA
gene-RGS21	101751608	16828	NA
gene-RGS18	424361	14450	NA
gene-LOC101751566	101751566	70986	NA
gene-RGS5	769998	14447	NA
gene-HTATIP2	424363	1858	NA
gene-LOC101751271	101751271	70697	NA
gene-SELP	424364	1900	NA
gene-ATF6	424365	1914	NA
gene-OLFML2B	424366	1922	NA
gene-HSD17B7	424367	52177	NA
gene-DDR2	396404	66227	NA
gene-MIR1801	100315899	60759	MI0007545
gene-UAP1	424368	1965	NA
gene-UHMK1	424369	1973	NA
gene-C1orf226	107053925	76911	NA
gene-C8H1ORF111	424370	14441	NA
gene-NOS1AP	424371	1984	NA
gene-TMEM121	395216	1989	NA
gene-LOC107053926	107053926	76912	NA
gene-C8H14ORF80	424373	14436	NA
gene-CRIP1	101747696	67192	NA
gene-CRIP2	424374	52178	NA
gene-MTA1	429060	53548	NA
gene-LOC107053927	107053927	76913	NA
gene-LOC112532917	112532917	NA	NA
gene-PACS2	424375	2089	NA
gene-SEC22B	424377	52179	NA
gene-NOTCH2	374031	49013	NA
gene-REG4	424379	2119	NA
gene-HMGCS2	424380	2139	NA
gene-PHGDH	424381	2161	NA
gene-PDE4DIP	425735	52558	NA
gene-PRKAB2	427017	1173	NA
gene-FAM78B	769830	2197	NA
gene-FMO5	100857694	65339	NA
gene-DM5L	100857724	65312	NA
gene-PRDX6	429062	2214	NA
gene-LOC112532893	112532893	NA	NA
gene-TADA1	769871	2218	NA
gene-LOC101749424	101749424	68895	NA
gene-TNFSF4	424384	2223	NA
gene-LOC107053928	107053928	76914	NA
gene-FASLG	429064	53549	NA
gene-SUCO	424385	2232	NA
gene-PIGC	424387	52182	NA
gene-DNM3	424389	2295	NA
gene-MIR199A2	777824	59109	MI0001220
gene-MIR214	100315861	60721	MI0008208
gene-ITPA	424390	2361	NA
gene-VAMP4	770513	2370	NA
gene-MYOC	424391	14423	NA
gene-PRRC2C	424393	52184	NA
gene-FMO3	395267	49237	NA
gene-PRRX1	373941	48968	NA
gene-METTL11B	429066	2426	NA
gene-GORAB	770613	56157	NA
gene-LOC107053930	107053930	76916	NA
gene-MIR1721	100315983	60842	MI0007458
gene-KIFAP3	424395	14415	NA
gene-LOC107053934	107053934	76920	NA
gene-LOC107053933	107053933	76919	NA
gene-SCYL3	424396	14413	NA
gene-LOC112532907	112532907	NA	NA
gene-C8H1ORF112	424399	52186	NA
gene-METTL18	424400	52187	NA
gene-LOC424401	424401	52188	NA
gene-SELE	424402	2475	NA
gene-RXRG	396231	49710	NA
gene-LOC112532902	112532902	NA	NA
gene-LMX1A	777133	58630	NA
gene-PBX1	395505	49353	NA
gene-MIR6665	102465972	71896	MI0022485
gene-MIR1633	100315753	60613	MI0007363
gene-NUF2	395135	2506	NA
gene-MGST3	424404	2512	NA
gene-ALDH9A1	424405	2550	NA
gene-TMCO1	427100	1960	NA
gene-UCK2	424406	2561	NA
gene-KLHL20	425091	52339	NA
gene-CENPL	426563	24205	NA
gene-DARS2	424408	16680	NA
gene-RGS8	426557	66505	NA
gene-RGS16	424409	66472	NA
gene-RNASEL	424410	2677	NA
gene-RGSL1	100858077	64996	NA
gene-GLUL	396489	2689	NA
gene-LOC107053936	107053936	76922	NA
gene-LOC101747379	101747379	66882	NA
gene-ZNF648	770891	56349	NA
gene-CACNA1E	424412	2805	NA
gene-IER5	101750986	62360	NA
gene-LOC112532925	112532925	NA	NA
gene-STX6	424413	2841	NA
gene-LOC107053937	107053937	76923	NA
gene-LOC112532926	112532926	NA	NA
gene-KIAA1614	424414	2845	NA
gene-XPR1	424415	2851	NA
gene-LHX4-AS1	424416	2876	NA
gene-LOC107053939	107053939	76925	NA
gene-LOC107053938	107053938	76924	NA
gene-LHX4	776024	1220	NA
gene-QSOX1	373914	2884	NA
gene-CEP350	424417	2903	NA
gene-LOC107053940	107053940	76926	NA
gene-TOR1AIP1	424418	66473	NA
gene-TOR1AIP2	424419	2948	NA
gene-ADAMTSL2L	424420	52190	NA
gene-LOC107053941	107053941	76927	NA
gene-FAM163A	771080	14382	NA
gene-TDRD5	424421	3034	NA
gene-NPHS2	424422	3054	NA
gene-AXDND1	100858527	64562	NA
gene-LOC107053942	107053942	76928	NA
gene-SOAT1	424424	3090	NA
gene-ABL2	395410	49304	NA
gene-LOC112532909	112532909	NA	NA
gene-TOR3A	424426	3096	NA
gene-FAM20B	424427	3106	NA
gene-LOC112532908	112532908	NA	NA
gene-RALGPS2	424429	3142	NA
gene-ANGPTL1	770850	3154	NA
gene-RASAL2	429069	3176	NA
gene-LOC101750881	101750881	70319	NA
gene-LOC424430	424430	52192	NA
gene-SEC16B	424431	3257	NA
gene-LOC101751179	101751179	70607	NA
gene-BRINP2	424433	3280	NA
gene-ASTN1	429070	3299	NA
gene-PAPPA2	429071	3311	NA
gene-RFWD2	429072	3322	NA
gene-LOC112532958	112532958	NA	NA
gene-TNR	396213	3344	NA
gene-KIAA0040	424434	52193	NA
gene-TNN	424435	3355	NA
gene-MRPS14	424436	66474	NA
gene-CACYBP	424437	3365	NA
gene-RABGAP1L	424438	52194	NA
gene-GPR52	771016	14365	NA
gene-RC3H1	424439	3392	NA
gene-SERPINC1	424440	3396	NA
gene-ZBTB37	429073	3400	NA
gene-LOC107053944	107053944	76930	NA
